date,text,place,latitude,longitude
1942-07-01,27 – WWII: First Battle of El Alamein : British forces prevent a second advance by Axis forces into Egypt. The 15th and 21st Panzer Divisions are halted and Erwin Rommel orders his forces to regroup. The panzer strength of the German Afrika Korps has been reduced to only 26 vehicles.,German Afrika Korps has been reduced to only 26 vehicles,,
1942-07-04,"WWII in the European Theater of Operations : Twenty-four ships are sunk by German bombers and submarines after Convoy PQ 17 to the Soviet Union is scattered in the Arctic Ocean to evade the German battleship Tirpitz . The United States Eighth Air Force inauspiciously flies its first mission in Europe, using borrowed British planes, and bombs targets in the Netherlands, such as De Kooy Airfield, attached to the Den Helder Naval Base. Three of six aircraft return; For this mission, Captain Charles C. Kegelman is the first member of the Force to be awarded the U.S. Distinguished Flying Cross .",European Theater of Operations,,
1942-07-05,German forces of the 4th Panzer Army under General Hermann Hoth reach the Don River near Voronezh and become embroiled in the battle to capture the city .,Voronezh and become embroiled in the battle to capture the city,,
1942-07-06,The Holocaust : Anne Frank 's family goes into hiding in an attic above her father's office in an Amsterdam warehouse.,,,
1942-07-19,"WWII: Battle of the Atlantic : German Grand Admiral Karl Dönitz orders the last U-boats to withdraw from there the United States Atlantic coast positions, in response to an effective American convoy system.",Atlantic,,
1942-07-22,WWII: The Holocaust : The systematic deportation of Jews from the Warsaw Ghetto begins.,Jews from the Warsaw Ghetto begins,,
1942-07-23,"WWII: Adolf Hitler issues Directive 45 , ordering the seizure of the Black Sea coast down to Batum , and taking the oilfields of Maikop , Grozny and Baku . The Holocaust: The gas chambers at Treblinka extermination camp begin operation, killing 6,500 Jews newly arrived from the Warsaw Ghetto.",Treblinka extermination camp begin operation,,
1942-07-25,WWII: Battle of Kalach : German forces of the 6th Army under General Friedrich Paulus attack the Stalingrad Front and manages to surround part of the Soviet 62nd and 64th armies in the Kalach Pocket.,Kalach Pocket,,
1942-07-31,The Oxford Committee for Famine Relief (Oxfam) is founded in England.,England,,
1942-08-03,"15 – WWII: Operation Pedestal : A British convoy of 14 merchant ships with a massive escort of two battleships, 4 aircraft carriers, 7 cruisers, 32 destroyers and smaller ships commanded by Admiral Edward Neville Syfret , sets sail to Malta under relentless attacks by day and night from enemy submarines, aircraft and Axis surface forces. The 55,000 tons of food and fuel delivery by this convoy saves Malta from surrender and allows Malta-based aircraft and submarines to resume their attacks against Rommel's supply lines.",,,
1942-08-07,"WWII: Guadalcanal Campaign – The U.S. Navy and the U.S. Marine Corps start the first American offensive of the war, with an amphibious landing on the island of Guadalcanal in the Solomon Islands .",Solomon Islands,,
1942-08-13,"A Quit India resolution is passed by the Bombay session of the All India Congress Committee (AICC), which leads to the start of a historical civil disobedience movement across India.",All India Congress Committee,,
1942-08-19,"WWII: Dieppe Raid : An Allied amphibious attack on the German-occupied port of Dieppe in northern France is repulsed. Some 6,000 men of the Canadian 2nd Infantry Division under General John Roberts , supported by 3 and 4 Commando , 50 or so US Rangers and Free French Commandos, are put ashore. The raid is designed to provide battle experience for the troops and to gain information about German defense methods. The casualties are some 3,600 men, 1 destroyer, 30 tanks and 33 landing craft.",Canadian 2nd Infantry Division under General John Roberts,,
1942-08-22,WWII: Brazil declares war on Germany and Italy.,,,
1942-08-23,WWII: Battle of Stalingrad : German forces of the 16th Panzer Division reach the suburbs of Stalingrad . The German 6th Army under General Friedrich Paulus stabilishes the frontier and takes up positions at the Volga River .,Volga River,,
1942-08-26,"31 – WWII: Battle of Isurava : Japanese forces (some 2,100 men) of the South Seas Detachment under General Tomitarō Horii defeat the Australian Maroubra Force at Isurava , who fights delaying actions on the Kokoda Track .",Isurava,,
1942-08-27,"28 – Sarny Massacre : Nazi troops and the Ukrainian Auxiliary Police systematically execute more than 14,000 people, mostly Jews, in and around Sarny in German-occupied Poland .",,,
1942-08-30,September 5 – WWII: Battle of Alam el Halfa – British forces in the Western Desert resist a German attack under Erwin Rommel. German tanks get slowed down in the minefields around Alam el Halfa Ridge and are forced to withdraw.,Western Desert resist a German attack under Erwin Rommel,,
1942-09-09,"WWII: A Japanese floatplane drops incendiary devices at Mount Emily , near Brookings, Oregon , in the first of two "" Lookout Air Raids "", the first bombing of the continental United States.",Brookings,,
1942-09-12,"WWII: The RMS Laconia , carrying civilians, Allied soldiers, and Italian prisoners of war, is torpedoed off the coast of West Africa and sinks, killing 1,649 people.",West Africa and sinks,,
1942-09-14,"16 – WWII: Battle of Ioribaiwa : Australian forces (some 3,000 men) under Major-General Selwyn Porter are forced to withdraw to Imita Ridge, due to supply problems.",Ioribaiwa,,
1942-09-27,"WWII: Both the commerce raiding German auxiliary cruiser Stier and American Liberty ship SS Stephen Hopkins sink, following a gun battle in the South Atlantic. Hilfskreuzer Stier is the only commerce raider to be sunk by a defensively equipped merchant ship .",South Atlantic,,
1942-10-11,"WWII: Battle of Cape Esperance : On the northwest coast of Guadalcanal , United States Navy ships intercept and defeat a Japanese fleet, on their way to reinforce troops on the island.",Cape Esperance,,
1942-10-18,"WWII: Hitler issues the Commando Order , which stipulates that all Allied commandos encountered by German forces should be executed immediately without trial, even in proper uniforms, in response to the Dieppe Raid and Operation Basalt conducted by the Allies. After the war, the Nuremberg trials finds this order a direct violation of the laws and customs of war .",,,
1942-10-21,"A Royal New Zealand Air Force torpedo bomber sinks the German MS Palatia , with a loss of 946 lives.",,,
1942-10-23,"Award-winning composer and songwriter Ralph Rainger (""Thanks for the Memory"") is among 12 people killed in a mid-air collision between an American Airlines DC-3 and a U.S. Army bomber near Palm Springs, California .",Palm Springs,,
1942-10-23,26 – WWII: Battle for Henderson Field : Japanese forces fail to recapture Henderson Field airfield in Guadalcanal from the Americans.,Guadalcanal from the Americans,,
1942-10-23,November 4 – WWII: Second Battle of El Alamein : British troops go on the offensive against the Axis forces.,El Alamein,,
1942-10-26,WWII: Battle of the Santa Cruz Islands : Two Japanese aircraft carriers are heavily damaged and one U.S. Navy carrier is sunk.,Santa Cruz Islands,,
1942-11-03,WWII: Second Battle of El Alamein : German forces under Erwin Rommel are forced to retreat during the night.,El Alamein,,
1942-11-06,WWII: Battle of Madagascar ends when Vichy French forces on Madagascar sign an armistice with the Allies.,Madagascar ends when Vichy French forces on Madagascar sign an armistice with the Allies,,
1942-11-09,"WWII: German forces of the 6th Army under general Friedrich Paulus reach finally the river bank of the Volga, capturing 90% of the ruined city of Stalingrad and splitting the remaining Soviet forces into two narrow pockets. U.S. serviceman Edward Leonski is hanged at Melbourne's Pentridge Prison, for the ""Brown-Out"" murders of three women in May.",May,,
1942-11-12,WWII: Guadalcanal Campaign : A naval battle near Guadalcanal starts between Japanese and American forces.,Guadalcanal starts between Japanese and American forces,,
1942-11-13,WWII: Guadalcanal Campaign : Aviators from the USS Enterprise sink the Japanese battleship Hiei . British forces capture Tobruk .,,,
1942-11-15,"WWII: The Naval Battle of Guadalcanal ends: Although the United States Navy suffers heavy losses, it retains control of Guadalcanal . British forces capture Derna, Libya .",Guadalcanal,,
1942-11-19,"WWII: Battle of Stalingrad : Soviet Union forces under General Georgy Zhukov launch the Operation Uranus counter-attacks at Stalingrad , turning the tide of the battle in the USSR's favor.",USSR's favor,,
1942-11-22,"WWII: Battle of Stalingrad : The situation for the German attackers of Stalingrad seems desperate during the Soviet counter-attack Operation Uranus , and General Friedrich Paulus sends Adolf Hitler a telegram , saying that the German Sixth Army is surrounded.",Stalingrad,,
1942-11-23,"WWII A U-boat sinks the SS Benlomond off the coast of Brazil. One crewman, Chinese second steward Poon Lim , is separated from the others and spends 130 days adrift, until he is rescued on April 3 , 1943 . Legislation approves the United States Coast Guard Women's Reserve, to help fill jobs and free men to serve during the war effort. They are known as the SPARS (""Semper Paratus, Always Ready!"")",Brazil,,
1942-11-30,"WWII: Battle of Tassafaronga – In a nighttime naval battle as part of the Guadalcanal Campaign , ships of the Imperial Japanese Navy defeat those of the United States Navy .",Guadalcanal Campaign,,
1942-12-06,Stary Ciepielów and Rekówka massacre : 5 families in Occupied Poland are executed by the Ordnungspolizei as part of the German retribution against Poles who helped Jews .,Occupied Poland are executed by the Ordnungspolizei as part of the German retribution against Poles who helped Jews,,
1942-12-07,"WWII: British commandos conduct Operation Frankton , a raid on shipping in Bordeaux Harbour. The battleship USS New Jersey (BB-62) is launched at Philadelphia, Pennsylvania .",Bordeaux Harbour,,
1942-12-08,A fire at Seacliff Lunatic Asylum in New Zealand kills 39 patients.,New Zealand kills 39 patients,,
1942-12-12,"WWII: German troops began Operation Winter Storm , an attempt to relieve encircled Axis forces during the Battle of Stalingrad .",Stalingrad,,
1942-12-15,"WWII: Guadalcanal Campaign – Battle of Mount Austen, the Galloping Horse, and the Sea Horse : the United States and allied forces begin to attack Japanese positions near the Matanikau River .",Matanikau River,,
1943-01-14,"24 – WWII: Casablanca Conference : Franklin D. Roosevelt , President of the United States; Winston Churchill , Prime Minister of the United Kingdom; and Generals Charles de Gaulle and Henri Giraud of the Free French forces meet secretly at the Anfa Hotel in Casablanca , Morocco , to plan the Allied European strategy for the next stage of the war.",Casablanca,,
1943-01-16,Iraq declares war on the Axis powers .,,,
1943-01-27,WWII: 50 bombers mount the first all American air raid against Germany: Wilhelmshaven is the target.,,,
1943-01-29,"30 – WWII: Battle of Rennell Island – The Imperial Japanese Navy resists the United States Navy's attempt to interrupt the withdrawal of Japanese forces from Guadalcanal , in the last major naval battle of the Guadalcanal Campaign .",Guadalcanal Campaign,,
1943-01-29,"31 – WWII: Battle of Wau – Australian forces, with United States support, resist a Japanese advance in the New Guinea campaign .",New Guinea campaign,,
1943-02-02,"WWII: In Russia, the Battle of Stalingrad comes to an end, with the surrender of the German 6th Army .",Russia,,
1943-02-06,"WWII: RCN corvette HMCS Louisburg is bombed and sunk off Oran , Algeria by Italian aircraft.",Oran,,
1943-02-14,"17 – WWII: Battle of Sidi Bou Zid : In the Tunisia Campaign , German Panzer divisions commanded by Hans-Jürgen von Arnim are victorious over the United States Army.",Tunisia Campaign,,
1943-02-16,"WWII: The Soviet Union reconquers Kharkiv , but is later driven out in the Third Battle of Kharkiv .",Third Battle of Kharkiv,,
1943-02-19,"24 – WWII: Battle of Kasserine Pass : German General Erwin Rommel 's Afrika Korps and other Axis forces launch an offensive against Allied defenses in Tunisia ; it is the United States' first major battle defeat of the war. On February 22, an Anglo-American force halts the German advance near Thala , forcing the Germans to retreat; US bombers harass the retreating Panzers.",Thala,,
1943-02-23,"24 – Cavan Orphanage Fire : 35 girls and a cook from St Joseph's Orphanage , an industrial school at Cavan , Ireland, are killed in a fire in their dormitories. A subsequent inquiry absolves the Poor Clares of blame.",Cavan,,
1943-03-01,"2 – WWII: Koriukivka massacre – 6,700 inhabitants of Koriukivka are murdered in Ukraine , by a German SS unit.",Ukraine,,
1943-03-02,"WWII: Battle of the Bismarck Sea – United States and Australian forces sink Japanese convoy ships, then strafe survivors in the water.",Bismarck Sea,,
1943-03-04,6 – WWII: Battle of Fardykambos – Greek partisans and armed civilians force the surrender of an Italian army battalion.,Fardykambos,,
1943-03-15,"WWII: Italian submarine Leonardo da Vinci sinks Canadian Pacific liner RMS Empress of Canada off Sierra Leone . Nearly half of the 392 fatalities are Italian prisoners of war . German forces recapture Kharkiv after four days of house-to-house fighting against Soviet troops, ending the month-long Third Battle of Kharkiv .",Sierra Leone,,
1943-03-16,WWII: Battle of the Mareth Line : Allied forces of the British 8th Army under General Bernard Montgomery launch an offensive against the Mareth Line held by the Italo-German 1st Army .,Mareth Line,,
1943-03-16,"19 – WWII: 22 ships from Convoys HX 229/SC 122 and one U-boat are sunk in the largest North Atlantic U-boat "" wolfpack "" attack of the war.",,,
1943-03-22,"WWII: Khatyn massacre – The entire population of Khatyn , Belarus is burnt alive by German occupation forces.",Khatyn,,
1943-03-26,"WWII: Battle of the Komandorski Islands : In the Aleutian Islands , the battle begins when United States Navy forces intercept Japanese troops attempting to reinforce a garrison at Kiska . During the engagement, heavy cruiser USS Salt Lake City is severely damaged by Japanese cruiser gunfire. Lasting for three and a half hours, it will be the longest continuous gunnery duel in modern naval history.",Aleutian Islands,,
1943-03-27,"WWII: British Royal Navy escort carrier HMS Dasher (D37) is destroyed by an accidental explosion in the Firth of Clyde , killing 379 of the crew of 528.",Firth of Clyde,,
1943-04-03,"Shipwrecked steward Poon Lim , BEM, is rescued by Brazilian fishermen after being adrift for 133 days.",,,
1943-04-13,WWII: Radio Berlin announces the discovery by Wehrmacht of mass graves of Poles killed by Soviets in the Katyn massacre .,Katyn massacre,,
1943-04-21,"WWII: Aberdeen , Scotland, experiences its worst bombing, with 125 people killed. The first German Tiger I tank is captured in North Africa by British forces.",North Africa by British forces,,
1943-05-06,"WWII: Six U-boats are sunk, after sinking 12 ships from Convoy ONS 5 , in the last major North Atlantic U-boat "" wolfpack "" attack of the war.",,,
1943-05-09,"12 – Japanese troops carry out the Changjiao massacre in Changjiao, Hunan , China.",Changjiao,,
1943-05-14,"WWII: Australian Hospital Ship Centaur is sunk off the coast of Queensland by Japanese submarine I-177 , killing 268 of the 332 medical personnel and civilian crew aboard. The 358th Bombardment Squadron , 303d Bombardment Group B-17F Hell's Angels is the first USAAF bomber to complete 25 missions.",Queensland by Japanese submarine I-177,,
1943-05-16,17 – WWII: Operation Chastise (the 'Dambuster Raid') takes place: No. 617 Squadron RAF use bouncing bombs to breach German dams in the Ruhr Valley .,Ruhr Valley,,
1943-05-16,"Holocaust : The Warsaw Ghetto Uprising ends. 13,000 Jews have been killed in the ghetto and almost all the remaining 50,000 residents are deported to Majdanek and Treblinka extermination camps .",,,
1943-05-17,WWII: The United States Army contracts with the University of Pennsylvania 's Moore School to develop the computer ENIAC . The Memphis Belle's crew becomes the first aircrew in the 8th Air Force to complete its 25-mission tour of duty. The aircraft and crew are the first to return to the U.S. intact for a War Bond drive.,Pennsylvania 's Moore School to develop the computer ENIAC,,
1943-05-23,"WWII: The battleship USS New Jersey (BB-62) is commissioned at Philadelphia, Pennsylvania .",Philadelphia,,
1943-05-30,WWII: Chinese 6th War Area commander Chen Cheng orders a large counteroffensive in Hubei Province and pushes the Japanese forces of the 11th Army back at multiple locations. The Holocaust : Josef Mengele begins his position as a medical officer in the Auschwitz-Birkenau concentration camp . The Battle of Attu ends in the Aleutian Islands with an American victory over the Japanese forces there.,Auschwitz-Birkenau concentration camp,,
1943-06-01,"BOAC Flight 777 , a scheduled passenger flight, is shot down over the Bay of Biscay by German Junkers Ju 88s ; all 17 persons aboard perish, including actor Leslie Howard .",Biscay by German Junkers Ju 88s,,
1943-06-08,"WWII: Japanese battleship Mutsu is destroyed by an accidental magazine explosion, in Hashirajima anchorage.",Hashirajima anchorage,,
1943-06-08,9 – WWII: Battle of Porta : The Royal Italian Army is defeated by the Greek People's Liberation Army .,Porta,,
1943-06-21,"WWII: As part of Operation Animals , British Special Operations Executive saboteurs destroy the railway bridge over the Asopos River in "" Operation Washing "", and guerrillas of the Greek People's Liberation Army ambush and destroy a German convoy at the Battle of Sarantaporos .",Battle of Sarantaporos,,
1943-07-05,"WWII: Nazi Germany commences Operation Citadel . It will eventually lead to the Battle of Kursk , the largest tank battle in history. A fleet sets sail for the Allied invasion of Sicily . The National Bands Agreement is concluded in Greece.",Kursk,,
1943-07-06,WWII: Americans and Japanese fight the Battle of Kula Gulf off Kolombangara .,Kolombangara,,
1943-07-11,"WWII: United States Army forces make an assault on Piano Lupo, just outside Gela , Sicily . Massacres of Poles in Volhynia and Eastern Galicia by the Ukrainian Insurgent Army within the Reichskommissariat Ukraine ( Volhynia ) peak.",Volhynia and Eastern Galicia by the Ukrainian Insurgent Army within the Reichskommissariat Ukraine,,
1943-07-12,WWII: Main engagement of the Battle of Prokhorovka – The Wehrmacht and the Red Army fight to a draw in one of the largest tank battles in military history .,Battle of Prokhorovka,,
1943-07-17,"WWII: Soviet forces of the Southwestern - and Southern Front strike hard at the German defenses of the 9th Army under General Walter Model during Operation Kutuzov . Krasowo-Częstki massacre : The village of Krasowo-Częstki in Nazi- occupied Poland is completely burned and 257 of its inhabitants, mostly women and children, murdered by the Ordnungspolizei and SS in retaliation for German deaths in a skirmish with Polish partisans nearby.",Nazi- occupied Poland is completely burned and 257 of its inhabitants,,
1943-07-19,"WWII: Rome is bombed by the Allies , for the first time in the war.",,,
1943-07-24,"WWII: Operation Gomorrha : British and Canadian aeroplanes bomb Hamburg by night; American planes bomb the city by day. By the end of the operation in November, 9,000 tons of explosives will have killed more than 42,000 people and destroyed 280,000 buildings.",November,,
1943-08-01,"Operation Tidal Wave : 177 B-24 Liberator bombers from the U.S. Army Air Force bomb oil refineries at Ploiești, Romania .",,,
1943-08-03,"Patton slapping incident : U.S. General George S. Patton Jr. slaps a soldier suffering from battle fatigue, at a field hospital in Sicily . On August 10, he slaps another soldier suffering from the same condition.",Sicily,,
1943-08-06,"WWII: Battle of Vella Gulf : Americans defeat a Japanese convoy off Kolombangara , as the U.S. Army drives the Japanese out of Munda airfield on New Georgia .",Kolombangara,,
1943-08-17,"WWII: The Seventh U.S. Army , under General George S. Patton , meets the Eighth British Army under Field Marshal B. L. Montgomery in Messina, Sicily , completing the Allied invasion of Sicily . Operation Hydra : The British Royal Air Force sets out to bomb the Peenemünde Army Research Center , to disrupt the German V-weapons programme.",Messina,,
1943-08-23,"WWII: The Battle of Kursk ends, with a strategic defeat for the German forces.",Kursk ends,,
1943-09-03,"WWII: Allied invasion of Italy Armistice of Cassibile : The Kingdom of Italy surrenders to the Allies in a document signed on Sicily but not made public at this time. Operation Baytown : Mainland Italy is invaded by Allied forces under General Bernard Montgomery , for the first time in the war.",Italy Armistice of Cassibile,,
1943-09-07,"Gulf Hotel fire : A fire at the Gulf Hotel in Houston, Texas kills 55.",Houston,,
1943-09-21,"26 – WWII: Massacre of the Acqui Division – German soldiers of the 1st Mountain Division (Wehrmacht) kill over 5,100 Italian military internees resisting disarmament on the Greek island of Cephalonia .",Acqui Division,,
1943-10-03,WWII: Nazi Wehrmacht forces commit the Lyngiades massacre in northwest Greece as an arbitrary reprisal.,,,
1943-10-06,WWII: Americans and Japanese fight the naval Battle of Vella Lavella .,Vella Lavella,,
1943-10-07,WWII: The Naples post-office bombing kills 100.,,,
1943-10-13,WWII: The new government of Italy sides with the Allies and declares war on Germany.,Italy sides with the Allies and declares war on Germany,,
1943-10-17,"WWII: The last commerce raider , German auxiliary cruiser Michel , is sunk off Japan by United States submarine Tarpon . The Burma Railway is completed between Bangkok , Thailand and Rangoon , Burma (modern-day Myanmar ) (415 km (258 mi)) by the Empire of Japan , to support its forces in the Burma campaign , using the forced labour of Asian civilians and Allied Prisoners of war .",Japan by United States submarine Tarpon,,
1943-10-22,"WWII: Bombing of Kassel in World War II : The British Royal Air Force delivers a highly destructive airstrike on the German industrial and population center of Kassel ; at least 10,000 are killed and 150,000 are made homeless.",World War II,,
1943-11-02,WWII: Battle of Empress Augusta Bay off Bougainville Island : American and Japanese ships fight to a draw. WWII: British forces in Italy reach the Garigliano River .,Bougainville Island,,
1943-11-03,"4 – The Holocaust : Aktion Erntefest (""Operation Harvest Festival"") – The largest single day massacre of Jews in the entire war takes place when over 43,000 Jews are murdered by the SS , the Ordnungspolizei and the "" Trawniki men "" (Ukrainian collaborators) in Sonderdienst formations at the Majdanek , Trawniki and Poniatowa concentration camps in the General Government territory of occupied Poland .",Majdanek,,
1943-11-05,"WWII: Battle of the Dnieper : Soviet forces of the 4th Ukrainian Front under General Fyodor Tolbukhin overrun the area between the lower Dnieper and the Crimea . The German 6th Army pulls back across the river, leaving the bridgehead at Nikopol on the east bank. The Crimea is cut off from the rest of the German army. First Bombing of the Vatican – Four bombs are dropped on the neutral Vatican City ; the aircraft responsible is never certainly identified.",Nikopol on the east bank,,
1943-11-06,WWII: The Ukrainian capital of Kiev is liberated by Soviet forces from its German occupiers as part of the Battle of Kiev .,Battle of Kiev,,
1943-11-16,"WWII: After flying from Britain, 160 American bombers strike a hydro-electric power facility and heavy water factory in German-controlled Vemork , Norway. A Japanese submarine sinks the surfaced U.S. submarine USS Corvina , near Chuuk Lagoon (Truk).",Chuuk Lagoon,,
1943-11-18,"WWII: Battle of Berlin – The British Royal Air Force opens its bombing campaign against Berlin with 440 planes, causing only light damage and killing 131. The RAF loses 9 aircraft and 53 aviators.",Berlin,,
1943-11-20,WWII: Battle of Tarawa : United States Marines land on Tarawa and Makin atolls in the Gilbert Islands ( Kiribati from 1979 ) and take heavy fire from Japanese shore guns.,Gilbert Islands,,
1943-11-22,"26 – WWII: Cairo Conference (""Sextant"") – President of the United States Franklin D. Roosevelt , Prime Minister of the United Kingdom Winston Churchill and Chairman of the National Government of China Chiang Kai-shek meet at Cairo , Egypt, to discuss ways to defeat Japan in the Pacific War .",Pacific War,,
1943-11-25,"WWII: Americans and Japanese fight the naval Battle of Cape St. George , between Buka and New Ireland .",Cape St,,
1943-11-26,"WWII: British troopship HMT Rohna is sunk off the north African coast by a Luftwaffe Henschel Hs 293 radio controlled glide bomb , killing 1,015.",,,
1943-11-27,The 1943 Tosya–Ladik earthquake in Turkey kills thousands.,Turkey kills thousands,,
1943-11-28,"WWII: Tehran Conference : U.S. President Franklin D. Roosevelt , British Prime Minister Winston Churchill and Soviet leader Joseph Stalin meet in Tehran , to discuss war strategy. On November 30 , they establish an agreement concerning a planned June 1944 invasion of Europe, codenamed Operation Overlord .",Tehran,,
1943-11-29,"The second session of AVNOJ , the Anti-Fascist Council of National Liberation of Yugoslavia , is held in Jajce , Bosnia and Herzegovina , to determine the post-war ordering of the country.",Jajce,,
1943-12-02,"WWII: Bari chemical warfare disaster : A surprise Luftwaffe air raid on Bari , Italy sinks 28 Allied ships in the harbor, including the American Liberty ship SS John Harvey , releasing its secret cargo of mustard gas bombs, inflating the number of casualties.",,,
1943-12-13,"WWII: Massacre of Kalavryta – The occupying 117th Jäger Division (Wehrmacht) machine-guns all adult males from Kalavryta , Greece, subsequently burning the town.",Kalavryta,,
1943-12-15,"WWII: American and Australian forces begin the Battle of Arawe as a diversion before a larger landing at Cape Gloucester on New Britain , in Papua New Guinea.",Papua New Guinea,,
1943-12-20,28 – WWII: Italian Campaign – Battle of Ortona : Canadian infantry defeat elite German paratroops.,Ortona,,
1943-12-26,"WWII: Battle of the North Cape – German battleship Scharnhorst is torpedoed and sunk in a night action north of the Arctic Circle by British battleship HMS Duke of York and her escorts with the loss of all but 36 of the German crew of 1,943 (including Admiral Erich Bey ); this is the war's last action between big-gun capital ships of Britain and Germany.",North Cape,,
1944-01-17,WWII: The Battle of Korsun–Cherkassy begins in the Soviet Ukraine.,Soviet Ukraine,,
1944-01-20,"WWII: The Royal Air Force drops 2,300 tons of bombs on Berlin. The United States 36th Infantry Division in Italy attempts to cross the Rapido River.",Italy attempts to cross the Rapido River,,
1944-01-27,"WWII: The two-year Siege of Leningrad is lifted. Light cruiser HMS Spartan is sunk by a Henschel Hs 293 guided missile from a German aircraft off Anzio , western Italy, with the loss of 46 men.",Anzio,,
1944-01-29,WWII: Koniuchy massacre – A unit of Soviet partisans accompanied by Jewish partisans kills at least 38 civilians in the village of Koniuchy in Nazi occupied Lithuania .,Soviet partisans accompanied by Jewish partisans kills at least 38 civilians in the village of Koniuchy in Nazi occupied Lithuania,,
1944-01-30,"WWII: The Battle of Cisterna opens as United States Army Rangers attempt to break out of the Anzio beachhead. United States troops invade Majuro, Marshall Islands .",Anzio beachhead,,
1944-01-31,WWII: Battle of Kwajalein : American forces land on Kwajalein Atoll and other islands in the Japanese-held Marshall Islands .,Japanese-held Marshall Islands,,
1944-02-08,"WWII: 2,765 drown when American submarine USS Snook torpedoes Japanese troop transport Lima Maru . 2,670 drown when British submarine HMS Sportsman torpedoes German-captured Petrella carrying Italian prisoners of war.",,,
1944-02-15,WWII: Battle of Monte Cassino – The monastery atop Monte Cassino is destroyed by Allied bombing.,Monte Cassino,,
1944-02-17,WWII: Pacific War – The Battle of Eniwetok begins when U.S. forces invade the atoll in the Marshall Islands .,Marshall Islands,,
1944-02-20,"WWII: The "" Big Week "" begins, with American bomber raids on German aircraft manufacturing centers. The United States takes Eniwetok Atoll . Norwegian heavy water sabotage : The Norwegian resistance sinks train ferry SF Hydro which is carrying a shipment of heavy water from the Vemork plant to Germany along Tinnsjå in Telemark .",Telemark,,
1944-02-23,"WWII: Deportation of the Chechens and Ingush (""Operation Lentil""): Forced deportation of Chechens and Ingush people from North Caucasus to Kazakhstan and Kyrgyzstan in Central Asia by the Soviet authorities begins. The Battle of Eniwetok concludes when U.S. forces secure the last islands in the Eniwetok Atoll .",Eniwetok Atoll,,
1944-02-29,WWII: Pacific War – The Admiralty Islands campaign (Operation Brewer) opens when U.S. forces land on Los Negros Island in the Admiralty Islands .,Admiralty Islands,,
1944-03-02,"The 16th Academy Awards Ceremony is held, the first Oscar ceremony held at a large public venue, Grauman's Chinese Theatre in Hollywood . Casablanca , directed by Michael Curtiz , wins the Award for Best Picture .",Hollywood,,
1944-03-20,"WWII: Landing on Emirau : 4,000 United States Marines land on Emirau Island in the Bismarck Archipelago to develop an airbase, as part of Operation Cartwheel . British Royal Air Force Flight Sergeant Nicholas Alkemade 's bomber is hit over Germany, and he has to bail out without a parachute from a height of over 4,000 meters (13,123 ft). Tree branches interrupt his fall and he lands safely on deep snow.",Bismarck Archipelago to develop an airbase,,
1944-03-24,"WWII: Ardeatine massacre : In Rome, 335 Italians are killed, including 75 Jews and over 200 members of the Italian Resistance from various groups. In Markowa , Poland, German police kill Józef and Wiktoria Ulm, their 6 children and 8 Jews they were hiding. The ""Great Escape"" : 76 Royal Air Force prisoners of war escape by tunnel ""Harry"" from Stalag Luft III in Silesia this night. Only 3 men (2 Norwegians and a Dutchman) return to the UK; of those recaptured, 50 are summarily executed soon afterwards, in the Stalag Luft III murders .",Stalag Luft III murders,,
1944-04-01,The Swiss city of Schaffhausen is accidentally bombed by the United States causing serious damage to the city and killing or wounding more than 100 people.,Schaffhausen is accidentally bombed by the United States causing serious damage to the city and killing or wounding more than 100 people,,
1944-04-02,WWII: Ascq massacre : Members of the 12th SS Panzer Division Hitlerjugend shoot 85 civilians suspected of blowing up their train on its approach to the Gare d'Ascq in France.,France,,
1944-04-16,"WWII: Allied forces start bombing Belgrade , killing about 1,100 people. This bombing falls on the Orthodox Christian Easter.",,,
1944-04-19,WWII: The Japanese launch the Operation Ichi-Go offensive in central and south China. Semaine rouge : American and British planes bomb the city of Rouen .,Rouen,,
1944-04-22,"WWII: Battle of Hollandia : American forces disembark at Tanahmerah Bay and at Yos Sudarso Bay , near Hollandia . The landings are undertaken simultaneously with the amphibious invasion of Aitape (""Operation Persecution"") to the east.",Hollandia,,
1944-05-18,"WWII: Battle of Monte Cassino : The Germans evacuate Monte Cassino and Allied forces, led by Władysław Anders from Polish II Corps , take the stronghold after a struggle that has claimed 20,000 lives. Crimean Tatars are deported by the Soviet Union .",Monte Cassino,,
1944-05-20,"WWII: Battle of Wakde : American forces of the 163rd Regimental Combat Team (some 1,500 men) under Brigadier General Jens Doe take the Japanese-held Wakde island ( Dutch New Guinea ).",Wakde,,
1944-05-24,"WWII: West Loch disaster : Six LSTs are accidentally destroyed and 163 men killed, in Pearl Harbor .",Pearl Harbor,,
1944-05-31,WWII: American destroyer escort USS England sinks the sixth Japanese submarine in two weeks. This anti-submarine warfare performance remains unmatched through the 20th century.,,,
1944-06-04,"WWII: Rome falls to the Allies , the first of the Axis capitals to fall. A hunter-killer group of the United States Navy captures the German submarine U-505 , marking the first time a U.S. Navy vessel has captured an enemy vessel at sea since the War of 1812 . Some significant intelligence data is acquired.",Axis capitals to fall,,
