date,event
1907-11-25,"The Church of God in Christ, which becomes the fifth-largest African-American Pentecostal - Holiness Christian denomination in the United States, is founded by Bishop Charles Harrison Mason in Memphis, Tennessee."
1907-11-25,"Edeka, a major retailing group in Europe, is founded as a purchasing cooperative in Germany. [ citation needed ]"
1907-12-06,"Monongah Mining disaster: A coal mine explosion kills 362 workers in Monongah, West Virginia."
1907-12-08,"Upon the death of Oscar II, he is succeeded by his son Gustaf V, as king of Sweden."
1907-12-14,"The largest sailing ship ever built, the 7-masted U.S.-owned Thomas W. Lawson, is wrecked in the Isles of Scilly."
1907-12-16,The American Great White Fleet begins its circumnavigation of the world.
1907-12-17,Ugyen Wangchuck becomes the first Druk Gyalpo (king of Bhutan).
1907-12-19,"An explosion in a coal mine in Jacobs Creek, Pennsylvania kills 239."
1907-12-21,"Santa María School massacre: In Chile, soldiers fire at striking mineworkers gathered in the Santa María School in Iquique; over 2,000 are killed."
1907-12-31,"The first ever "" ball drop "" is held in Times Square, in New York City."
1907-12-31,"The triode thermionic amplifier invented by Lee de Forest, starting the development of electronics as a practical technology."
1907-12-31,The Autochrome Lumière is the first commercial color photography process.
1907-12-31,James Murray Spangler invents the first Hoover vacuum cleaner.
1907-12-31,"The Moine Thrust Belt in Scotland is identified, one of the first to be discovered anywhere."
1907-12-31,"Henri Matisse begins to teach at the Académie Matisse in Paris, a private and non-commercial art school."
1907-12-31,"The Landsforbundet for Kvinders Valgret, a Danish national association for women's suffrage, is founded."
1907-12-31,"Anino ng Kahapon, a Tagalog-language novel is published."
1907-12-31,"A statue of J. E. B. Stuart, Confederate general, is dedicated on Richmond, Virginia 's Monument Avenue."
1907-12-31,"Indiana, in the United States, becomes the world's first legislature to place laws permitting compulsory sterilization for eugenic purposes on the statute book."
1907-12-31,"Staviteľský robotník, a Slovak language biweekly newspaper, ends publication."
1908-01-01,The British Nimrod Expedition led by Ernest Shackleton sets sail from New Zealand on the Nimrod for Antarctica.
1908-01-03,A total solar eclipse is visible in the Pacific Ocean and is the 46th solar eclipse of Solar Saros 130.
1908-01-13,"A fire breaks out at the Rhoads Opera House in Boyertown, Pennsylvania, killing 171 people."
1908-01-15,"Alpha Kappa Alpha, the first race inclusive sorority is founded on the campus of Howard University in Washington, D.C."
1908-01-24,"Robert Baden-Powell 's Scouting for Boys begins publication in London. The book eventually sells over 100 million copies, and effectively begins the worldwide Boy Scout movement."
1908-02-01,Lisbon Regicide: King Carlos I of Portugal and Prince Luis Filipe are shot dead in Lisbon.
1908-02-03,"Panathinaikos A.O., a well-known professional multi-sports club of Greece, is founded in Athens."
1908-02-12,"The first around-the-world car race, the 1908 New York to Paris Race, begins."
1908-02-18,"Japanese emigration to the United States is forbidden, under terms of the Gentlemen's Agreement of 1907."
1908-02-29,"The State Normal and Industrial School for Women, precursor to James Madison University, is founded in Harrisonburg, Virginia."
1908-03-04,"The Collinwood school fire near Cleveland, Ohio kills 175."
1908-03-04,"Bank of Communications, a major financial services provider in China, is founded in Beijing,."
1908-03-04,"The Pretoria branch of Transvaal University College, precursor to the University of Pretoria, is established."
1908-03-09,"Football Club Internazionale is founded in Milan, Italy"
1908-03-23,"American diplomat Durham Stevens, an employee of Japan's Ministry of Foreign Affairs, is assassinated in San Francisco by two Korean immigrants, unhappy with his recent support for the increasing Japanese presence in Korea."
1908-03-27,The first Scout troop outside the U.K. is formed in Gibraltar.
1908-03-29,"French aviator Henri Farman makes the world's first flight with a passenger, Léon Delagrange."
1908-04-08,"H. H. Asquith of the Liberal Party takes office as Prime Minister of the United Kingdom, succeeding Sir Henry Campbell-Bannerman."
1908-04-20,"Sunshine rail disaster: A rear-end collision of two trains in Melbourne, Australia kills 44 people and injures more than 400."
1908-04-21,Frederick Cook claims to have reached the North Pole on this date.
1908-05-14,October 31 – The Franco-British Exhibition (1908) is held in London.
1908-05-26,"At Masjed Soleyman in southwest Persia, the first major commercial oil discovery in the Middle East is made. The rights to the resource are quickly acquired by the United Kingdom."
1908-06-28,"An annular solar eclipse is visible from Central America, North America, Atlantic Ocean and Africa and is the 33rd solar eclipse of Solar Saros 135."
1908-06-29,"Kohlerer-Bahn by Bleichert opens in Bolzano, South Tyrol, the first modern aerial enclosed cable car solely for passenger service."
1908-06-30,"The Tunguska event or ""Russian explosion"" near the Podkamennaya Tunguska River in Krasnoyarsk Krai, Siberia, Russian Empire, is believed to have been caused by the air burst of a large meteoroid or comet fragment, at an altitude of 5–10 kilometres (3–6 mi) above the Earth 's surface."
1908-07-01,SOS comes into force internationally as a distress signal (originally for ship-to-shore wireless telegraphy).
1908-07-03,"Young Turk Revolution in the Ottoman Empire: Major Ahmed Niyazi, with 200 followers (Ottoman troops and civilians), begins an open revolution by defecting from the 3rd Army Corps in Macedonia, decamping into the hill country."
1908-07-06,Robert Peary sets sail for the North Pole.
1908-07-08,"French aviator Léon Delagrange makes the world's first flight with a female passenger, his partner and fellow sculptor Thérèse Peltier."
1908-07-11,The Western University of Pennsylvania is renamed the University of Pittsburgh.
1908-07-11,"12 – The steamship Amalthea, housing 80 British strikebreakers in Malmö harbour, Sweden, is bombed by Anton Nilson; 1 is killed, 20 injured."
1908-07-13,"25 – The 1908 Summer Olympics are held in London. (Originally scheduled to be in Rome, but changed due to the Mount Vesuvius eruption of 1906. Figure skating events are held in London from October 28 – 29.)"
1908-07-19,"Feyenoord, the first Dutch football club to win the UEFA Champions League, is founded at Rotterdam, Netherlands"
1908-07-23,"Young Turk Revolution: The Committee of Union and Progress (CUP) issues a formal ultimatum to Sultan Abdul Hamid II, to restore the constitution of 1876 within the Ottoman Empire; it is restored the following day."
1908-07-24,"Italian Dorando Pietri wins the Olympic marathon (run from Windsor Castle to London) in one of the most dramatic arrivals in Olympic history, only to be disqualified soon afterwards for receiving assistance; victory is awarded to Irish-American Johnny Hayes."
1908-07-26,The Federal Bureau of Investigation is founded.
1908-07-27,"28 – The 1908 Hong Kong typhoon sinks the passenger steamer Ying King, causing 421 deaths."
1908-08-08,"Wilbur Wright flies in France for the first time, demonstrating controlled powered flight in Europe."
1908-08-08,"The Hoover Company of Canton, Ohio, acquires manufacturing rights to the upright portable vacuum cleaner patented on June 22 by James M. Spangler."
1908-08-17,"“ Fantasmagorie ”, an animated short film by Émile Cohl, which is widely regarded as the first animated cartoon is officially released."
1908-08-24,"After an intense power struggle, Sultan Abdelaziz of Morocco is deposed and is succeeded by his brother Abd al-Hafid."
1908-08-28,"American Messenger Company, predecessor of United Parcel Service, is founded in Washington (state)."
1908-08-31,"The Great Storm of 1908 starts to pound the Bristol Channel, lasting into the morning of September 2."
1908-09-10,"The first Minas Geraes -class Dreadnought battleship for Brazil, Minas Geraes is launched at Armstrong Whitworth 's yard on the River Tyne in England, catalysing the "" South American dreadnought race ""."
1908-09-17,"At Fort Myer, Virginia, Thomas Selfridge becomes the first person to die in an airplane crash. The pilot, Orville Wright, is severely injured in the crash but recovers."
1908-09-28,"Classes begin at Benjamin Franklin Institute of Technology in Boston, Massachusetts, established under the terms of Franklin's will."
1908-10-01,Penny Post is established between the United Kingdom and United States.
1908-10-01,"Official launch of Henry Ford 's Ford Model T automobile, the first having left the Ford Piquette Avenue Plant in Detroit, Michigan, on September 27. The initial price is set at US$850."
1908-10-05,"The Melting Pot, a play by Israel Zangwill, opens in Washington, D.C. The title quickly becomes a widely used symbol for assimilation of immigrants to the United States."
1908-10-05,Bulgaria declares its independence from the Ottoman Empire; Ferdinand I of Bulgaria becomes Tsar.
1908-10-06,"The Bosnian crisis begins, after the Austro-Hungarian Empire annexes Bosnia and Herzegovina from the Ottoman Empire."
1908-10-08,"The University of Omaha, precursor of the University of Nebraska Omaha, is founded as a private non-sectarian college."
1908-10-14,The Chicago Cubs beat the Detroit Tigers in the 1908 World Series in baseball. The Cubs would not win another World Series for 108 years.
1908-10-29,"Olivetti, the well-known typewriter and business equipment company, is founded in Italy."
1908-11-03,"1908 United States presidential election: Republican candidate William Howard Taft defeats William Jennings Bryan, 321 electoral votes to 162."
1908-11-06,"Western bandits Butch Cassidy and the Sundance Kid are supposedly killed in Bolivia, after being surrounded by a large group of soldiers. There are many rumors to the contrary however, and their grave sites are unmarked."
1908-11-15,"King Leopold II of Belgium formally relinquishes his personal control of the Congo Free State (becoming Belgian Congo) to Belgium, following evidence collected by Roger Casement of maladministration."
1908-11-19,"Women's suffrage is passed in Victoria, Australia."
1908-11-25,"The Christian Science Monitor newspaper is first published, in the United States."
1908-11-25,"A fire breaks out on SS Sardinia as it leaves Malta's Grand Harbour, resulting in the ship's grounding and the deaths of at least 118 people."
1908-12-02,Young Emperor Puyi ascends the Chinese throne at age 2.
1908-12-16,"Construction begins on the RMS Olympic, at the Harland and Wolff Shipyard in Belfast."
1908-12-23,A hybrid solar eclipse is visible from Atlantic Ocean and is the 23rd solar eclipse of Solar Saros 140.
1908-12-28,"The 7.1 M w Messina earthquake shakes Southern Italy with a maximum Mercalli intensity of XI (Extreme), killing between 75,000 and 200,000."
1908-12-28,"This is the coldest recorded year since 1880, according to NASA reports."
1909-01-04,Explorer Aeneas Mackintosh of the Imperial Trans-Antarctic Expedition escapes death by fleeing across ice floes.
1909-01-07,Colombia recognizes the independence of Panama.
1909-01-09,"The British Nimrod Expedition to the South Pole, led by Ernest Shackleton, arrives at the farthest south reached by any prior expedition, at 88°23' S, prior to turning back due to diminishing supplies."
1909-01-11,The International Joint Commission on US-Canada boundary waters is established.
1909-01-16,Members of the Nimrod Expedition claim to have found the magnetic South Pole (but the location recorded may be incorrect).
1909-01-24,"The White Star Liner RMS Republic sinks the day after a collision with SS Florida off Nantucket. Almost all of the 1,500 passengers are rescued."
1909-01-28,"The last United States troops leave Cuba, after being there since the Spanish–American War of 1898."
1909-02-02,The Paris Film Congress opens. It is an attempt to create a cartel of leading European producers similar to the MPPC in the United States.
1909-02-05,Leo Baekeland announces the creation of bakelite hard thermosetting plastic.
1909-03-10,The Anglo-Siamese Treaty of 1909 is signed in Bangkok.
1909-03-18,Einar Dessau uses a shortwave radio transmitter in Denmark.
1909-03-21,"The remains of the Báb are placed in the Baháʼí Shrine of the Báb on Mount Carmel in Haifa, at this time within the Ottoman Empire."
1909-03-31,"Construction begins on the RMS Titanic, at the Harland and Wolff Shipyard in Belfast."
1909-03-31,Serbia accepts Austrian control over Bosnia and Herzegovina.
1909-04-04,"The association football team Sport Club Internacional is founded in Porto Alegre, Brazil."
1909-04-06,"Robert Peary, Matthew Henson and four Inuit explorers – Ootah, Ooqueah, Seegloo and Egigingwah – come within a few miles of the North Pole."
1909-04-11,"The city of Tel Aviv (known in its first year as Ahuzat Bayit) is founded by the Jewish community, on the outskirts of Jaffa (at this time in the Ottoman Empire)."
1909-04-13,A countercoup begins in the Ottoman Empire.
1909-04-14,"Adana massacre: Ottoman Turks kill 15,000–30,000 Armenian Christians, in the Adana Vilayet."
1909-04-18,Joan of Arc is beatified in Rome.
1909-04-19,The Anglo-Persian Oil Company (modern-day BP) is incorporated.
1909-04-23,"In Portugal, a magnitude 6.0 earthquake strikes near Lisbon, killing at least 60 people."
1909-04-27,"Sultan of the Ottoman Empire Abdul Hamid II is overthrown and succeeded by his brother, Mehmed V. He is sent to the Ottoman port city of Thessaloniki (Selanik) the next day."
1909-05-19,"Russian ballet is brought to the Western world, when the Ballets Russes opens a tour produced by Sergei Diaghilev at the Théâtre du Châtelet in Paris, with 55 dancers, including Vaslav Nijinsky."
1909-06-02,"French forces capture Abéché, capital of the Wadai Empire in central Africa."
1909-06-15,"Representatives from England, Australia and South Africa meet at Lord's Cricket Ground, and form the Imperial Cricket Conference."
1909-07-01,"In London, Indian nationalist student Madan Lal Dhingra assassinates Curzon Wyllie, political aide to the Secretary of State for India. This is a notable early escalation of violence in the Indian nationalist movement overseas."
1909-07-16,"A revolution forces Mohammad Ali Shah of the Qajar dynasty to abdicate in favor of his son Ahmad Shah Qajar. He proceeds to leave Persia for the Russian Empire, reportedly seeking the assistance of Nicholas II of Russia in regaining the throne."
1909-07-25,Louis Blériot is the first man to fly across the English Channel (thus a large open body of water) in a heavier-than-air craft.
1909-07-25,"August 2 – "" Tragic Week "" (La Semana Trágica/la Setmana Tràgica): The city of Barcelona experiences a workers' uprising."
1909-07-26,"Blue Anchor Line passenger/cargo liner SS Waratah, on her second voyage from Australia to Britain, leaves Durban and is lost without trace with all 211 aboard."
1909-08-02,"The United States Army Signal Corp Division purchases the world's first military airplane, a Wright Military Flyer, from the Wright brothers."
1909-08-08,"Max Heindel formally founds the Rosicrucian Fellowship in Seattle, Washington."
1909-09-04,"Japan and China sign the Gando Convention, which gives Japan a way to receive railroad concessions in Manchuria."
1909-09-04,"Suzuki Weaving Machine Manufacturing, predecessor of the Suzuki motorbike and compact car brand in Japan, is founded in Shizuoka Prefecture."
1909-10-08,An earthquake in the Zagreb area leads Andrija Mohorovičić to identify the Mohorovičić discontinuity.
1909-10-12,"The association football team Coritiba is founded in Curitiba, Brazil."
1909-10-13,"An agreement by Germany, Italy and Switzerland gives the Germans and Italians access to the Gotthard Rail Tunnel."
1909-10-16,The Pittsburgh Pirates defeat the Detroit Tigers to win the 1909 World Series.
1909-10-26,"Itō Hirobumi, four time Prime Minister of Japan (the 1st, 5th, 7th and 10th) and Resident-General of Korea, is assassinated by An Jung-geun, an activist of the Korean independence movement, at the Harbin railway station in Manchuria."
1909-11-18,"In Nicaragua, 500 revolutionaries (including 2 Americans) are executed by order of dictator José Santos Zelaya. The United States responds by sending 2 warships."
1909-11-28,Sergei Rachmaninoff 's Piano Concerto No. 3 is premièred in New York City with the composer as soloist.
1909-12-04,"Montreal Canadiens, a well known professional ice hockey club in Canada, is founded."
1909-12-14,"New South Wales Premier Charles Wade signs the Seat of Government Surrender Act 1909, formally completing the transfer of State land to the Commonwealth, to create the Australian Capital Territory."
1909-12-19,"The association football team Borussia Dortmund is founded in Dortmund, Germany."
1909-12-23,"King Albert I of Belgium succeeds his uncle, Leopold II (died December 17), on the throne."
1909-12-28,"Karl Landsteiner, Constantin Levaditi and Erwin Popper first isolate the poliovirus."
1909-12-28,"The first manned heavier-than-air powered flight in South Africa is made at East London, by French aviator Albert Kimmerling, in a Voisin 1907 biplane."
1910-01-06,Abé people in the French West Africa colony of Côte d'Ivoire rise against the colonial administration; the rebellion is brutally suppressed by the military.
1910-01-08,"By the Treaty of Punakha, the Himalayan kingdom of Bhutan becomes a protectorate of the British Empire."
1910-01-11,Charcot Island is discovered by the Antarctic expedition led by French explorer Jean-Baptiste Charcot on the ship Pourquoi Pas? Charcot returns from his expedition on February 11.
1910-01-12,Great January Comet of 1910 first observed (perihelion: January 17).
1910-01-15,Amidst the constitutional crisis caused by the House of Lords rejecting the People's Budget the January 1910 United Kingdom general election is held resulting in a hung parliament with neither Liberals nor Conservatives gaining a majority.
1910-01-21,The Great Flood of Paris begins when the Seine overflows its banks.
1910-01-22,"Completion of construction of New York City's Metropolitan Life Insurance Company Tower, at 700 feet (210 m) the world's tallest building at this time, is celebrated."
1910-01-31,"American-born medical practitioner Hawley Harvey Crippen poisons his wife, Cora, and buries her body in the cellar of their London home (probable date)."
1910-01-31,"A coal mine explosion at the Colorado Fuel and Iron Company in Primero, Colorado, kills 75 miners."
1910-02-01,"A coal mine explosion at the Browder Coal Company in Drakesboro, Kentucky kills 34 miners."
1910-02-02,A coal mine explosion at the Palau mine at Las Esperanzas in the State of Coahuila in Mexico kills 68 miners.
1910-02-05,"A coal mine explosion at the Jefferson Clearfield Coal Company mine at Ernest, Pennsylvania, kills 11 miners (10 Hungarian) but another 110 are able to escape."
1910-02-08,"The Boy Scouts of America youth organization is incorporated by publisher, adventurer and philanthropist William D. Boyce."
1910-02-09,"French liner General Chanzy sinks in the Mediterranean after striking rocks off Menorca, with only one survivor of the 157 on board."
1910-02-12,"Chinese expedition to Tibet: A force of 2,000 Chinese troops march into Lhasa, the capital of Tibet; the 13th Dalai Lama, Thubten Gyatso, is forced to flee to British India."
1910-02-13,"The strike, begun on November 23, 1909, by 20,000 women against New York City's shirtwaist (blouse) factories ends after 339 manufacturers agree to a reduced workweek (52 hours a week rather than 56), increased wages and labor union recognition."
1910-02-20,"Boutros Ghali, the first native-born Prime Minister of Egypt, is assassinated in Cairo."
1910-02-20,Albanian revolt of 1910: An uprising against Ottoman rule breaks out in Albania.
1910-03-01,"The Wellington, Washington avalanche sweeps away two Great Northern Railway (U.S.) passenger trains in the Cascade Mountains, killing 96, making it the worst snowslide accident in United States history."
1910-03-03,"Morocco signs accords with France in Paris, permitting the French to occupy Casablanca and Oujda in return for military training, as part of refinancing of loans."
1910-03-04,"The Rogers Pass avalanche buries a group of Canadian Pacific Railway workers clearing tracks in the Selkirk Mountains at Rogers Pass (British Columbia), making it the worst snowslide accident in Canadian history."
1910-03-08,"In France, Raymonde de Laroche is awarded Pilot's license No. 36 by the Federation Aeronautique Internationale, becoming the first woman authorized to fly an airplane."
1910-03-10,"Slavery in China, which has existed since the Shang dynasty, is now made illegal."
1910-03-10,"Nazareth Baptist Church, an African-initiated church, is founded by Prophet Isaiah Shembe in South Africa."
1910-03-12,"American actress Florence Lawrence becomes ""the first true movie star"" after being named in advertisements, having previously been billed only as ""The Biograph Girl""."
1910-03-17,"Progressive Republicans in the United States House of Representatives rebel against Speaker Joseph Gurney Cannon, removing him from the Rules Committee and stripping him of his power to appoint committee chairmen."
1910-03-18,"The first filmed version of Mary Shelley's Frankenstein comes out. Considered to be the first horror movie, it stars actor Charles Ogle (unbilled) as the monster."
1910-03-20,The first clinic for treatment of occupational diseases is opened in Milan (Italy).
1910-03-22,"President of the United States William H. Taft gives an American endorsement in favor of creating a ""World Court"" for the resolution of disputes between nations."
1910-03-23,"A rebellion by Rif tribesmen in Spanish Morocco is finally suppressed after 8 months. During the conflict, an estimated 8,000 Berbers and 2,000 Spanish soldiers have been killed."
1910-03-27,"A fire during a barn-dance in Ököritófülpös, Hungary, kills 312 people after ballroom decorations catch alight."
1910-04-05,The Transandine Railway connecting Chile and Argentina is inaugurated.
1910-04-10,Halley's Comet becomes visible with the naked eye (perihelion: April 20); Earth passes through its tail about May 19 (its next visit will be in 1986).
1910-05-06,"George V becomes King of the United Kingdom of Great Britain and Ireland upon the death of his father, Edward VII."
1910-05-12,The second National Association for the Advancement of Colored People meeting is held in New York City.
1910-05-31,The Union of South Africa is created.
1910-06-02,Charles Rolls became the first person to fly across the English Channel and back without stopping.
1910-06-03,"The Norwegian Antarctic Expedition, led by Roald Amundsen on the steamer Fram, departs from Christiania (modern-day Oslo) without fanfare, and no announcement until later in the year of Amundsen's intention to reach the South Pole."
1910-06-05,"The Nanyang industrial exposition ("" Nanking Exposition""), an official world's fair, opens in Qing dynasty China."
1910-06-06,The Holland Dakota Landbouw Compagnie is established.
1910-06-14,"23 – Edinburgh Missionary Conference is held in Scotland, presided over by John Mott, launching the modern ecumenical movement and the modern missions movement."
1910-06-15,"The British Antarctic Expedition, led by Robert Falcon Scott on the whaler Terra Nova, departs from Cardiff for the South Pole."
1910-06-22,"DELAG Zeppelin dirigible Deutschland makes the first commercial passenger flight, from Friedrichshafen to Düsseldorf in Germany; the flight takes 9 hours."
1910-06-25,"The ballet The Firebird (L'Oiseau de feu), the first major work by Russian composer Igor Stravinsky, commissioned by Diaghilev 's Ballets Russes, is premièred in Paris, bringing the composer international fame."
1910-06-25,"First Girl Guide troops registered in the United Kingdom, under the supervision of Agnes Baden-Powell."
1910-07-04,"African-American boxer Jack Johnson defeats white American boxer James J. Jeffries in a heavyweight boxing match, sparking race riots across the United States."
1910-07-09,"10 – ' Fowler's match ': the Eton v Harrow cricket match at Lord's ground in London, known after the captain of Eton College, Robert St Leger Fowler, and described as ""what might just be the greatest cricket match of all time""."
1910-07-11,Departure for France of Amenokal Moussa Ag Amastan as part of the Tuareg mission.
1910-07-12,Charles Rolls becomes the first British aviation fatality when his French-built Wright aeroplane suffers a broken rudder at an altitude of 80 feet (24 meters) and crashes during a contest at Bournemouth.
1910-07-22,"A wireless telegraph sent from the SS Montrose results in the identification, arrest and execution of murderer Dr. Crippen."
1910-07-24,Ottoman forces capture the city of Shkodër to put down the Albanian Revolt of 1910.
1910-07-24,The International Commercial Bureau of the American Republics becomes the Pan-American Union.
1910-08-14,A fire at the Brussels International 1910 world's fair destroys exhibitions of Britain and France.
1910-08-20,"The Great Fire of 1910 (""Big Blowup""), a wildfire that burns 4,700 square miles in the Inland Northwest of the United States, due to dry weather."
1910-08-22,"The Japan–Korea Treaty of 1910, by which the Empire of Japan formally annexes the Korean Empire, is signed (it becomes effectively void in 1945, which is formally recognised in 1965)."
1910-08-28,"Montenegro is proclaimed an independent kingdom, under Nicholas I."
1910-08-29,Emperor Sunjong of Korea abdicates and the country's monarchy is abolished.
1910-08-31,"Gafanha da Nazaré is founded by Prior Sardo and becomes the last Portuguese town to receive a foral (royal charter) from the monarchy, granted by King Manuel II."
1910-09-01,"The Vatican introduces a compulsory oath against modernism (Sacrorum antistitum), to be taken by all priests upon ordination."
1910-09-01,Sport Club Corinthians Paulista is founded in Brazil by railwaymen; its Association football team will be the first FIFA Club World Cup champions in 2000.
1910-10-05,5 October 1910 revolution: The First Portuguese Republic is proclaimed in Lisbon; King Manuel II of Portugal flees to England.
1910-10-07,"Baudette fire of 1910, a wildfire that burns ca. 350,000 square miles in Minnesota and Ontario, including several towns."
1910-10-18,"The lake freighter SS William C. Moreland runs aground on a reef near the Keweenaw Peninsula in Lake Superior, leading to its loss."
1910-10-20,"The hull of White Star ocean liner RMS Olympic is launched, at the Harland and Wolff shipyards in Belfast."
1910-10-23,"The Philadelphia Athletics defeat the Chicago Cubs, 7–2, to win the 1910 World Series in baseball in Game 5 (Jack Coombs has been the winning pitcher in three of the Athletics' four wins)."
1910-10-23,"Vajiravudh (Rama VI) is crowned King of Siam, after the death of his father, King Chulalongkorn (Rama V)."
1910-11-07,"The first air flight for the purpose of delivering commercial freight takes place in the United States. The flight, made by Wright brothers pilot Philip Parmalee, is between Dayton and Columbus, Ohio."
1910-11-14,"In the first takeoff from a ship by a fixed-wing aircraft, Eugene Ely takes off from a temporary platform erected over the bow of the light cruiser USS Birmingham in Hampton Roads, Virginia."
1910-11-18,Black Friday: 300 suffragettes clash with police outside the Parliament of the United Kingdom over the failure of the Conciliation Bill.
1910-11-20,"The Mexican Revolution begins, when Francisco I. Madero proclaims the elections of 1910 null and void, and calls for an armed revolution at 6 p.m. against the illegitimate presidency/dictatorship of Porfirio Díaz."
1910-11-22,"Revolt of the Lash at Rio de Janeiro: Mutineers in the Brazilian Navy, led by João Cândido Felisberto, seize control of the new dreadnought battleship Minas Geraes and other ships, whose guns are aimed at the city as the crews demand improvements in their conditions (which are conceded on November 26 by the Brazilian government)."
1910-11-23,Murderer Johan Alfred Ander becomes the last person to be executed in Sweden.
1910-12-03,Modern neon lighting is first demonstrated by Georges Claude at the Paris Motor Show.
1910-12-10,"Giacomo Puccini 's opera La fanciulla del West has its world première at the Metropolitan Opera in New York City, conducted by Arturo Toscanini and starring Enrico Caruso and Emmy Destinn."
1910-12-19,"The second 1910 United Kingdom general election (the last to be fought with an all-male electorate) concludes with confirmation of a majority for the Liberal Party in alliance with the Irish Parliamentary Party, resolving the battle of wills between the House of Commons of the United Kingdom and the House of Lords by giving a majority for restriction of the powers of the Lords and support for the Irish Home Rule movement."
1910-12-21,"Henry Ford sells 10,000 automobiles."
1910-12-21,"English-born comedians Charlie Chaplin and Stan Jefferson, later known as Stan Laurel, embark from Southampton on the same ship, SS Cairnrona, on their first trip to North America, as part of Fred Karno 's comedy troupe."
1910-12-21,"The electric streetcars of Austria-Hungary, France, Germany and Great Britain are carrying 6.7 million riders per year."
1910-12-21,"Pretoria Pit disaster: a coal mine explosion at the Hulton Colliery Company of Westhoughton in Lancashire, England, kills 344 miners, with just one survivor."
1910-12-21,"Hitachi, an electromechanics company, is founded as a mining machine repair factory in Ibaraki Prefecture, Japan."
1911-01-01,"A decade after federation, the Northern Territory and the Australian Capital Territory are added to the Commonwealth of Australia."
1911-01-03,"1911 Kebin earthquake: An earthquake of 7.7 moment magnitude strikes near Almaty in Russian Turkestan, killing 450 or more people."
1911-01-03,"Siege of Sidney Street in London: Two Latvian anarchists die, after a seven-hour siege against a combined police and military force. Home Secretary Winston Churchill arrives to oversee events."
1911-01-04,Amundsen and Scott expeditions: Robert Falcon Scott 's British Terra Nova Expedition to the South Pole arrives in the Antarctic and establishes a base camp at Cape Evans on Ross Island.
1911-01-05,Egypt's Zamalek SC is founded as a general sports and Association football club by Belgian lawyer George Merzbach as Qasr El Nile Club.
1911-01-14,Amundsen and Scott expeditions: Roald Amundsen 's Norwegian South Pole expedition arrives in the Antarctic and establishes a base camp at the Bay of Whales on the eastern edge of the Ross Ice Shelf.
1911-01-18,"Eugene B. Ely lands on the deck of the USS Pennsylvania stationed in San Francisco harbor, the first time an aircraft has landed on a ship."
1911-01-26,First Monte Carlo Rally inaugurated.
1911-01-26,The United States and Canada announce the successful negotiation of their first reciprocal trade agreement.
1911-02-05,"The revolution in Haiti is suppressed after the leader, General Montreuil Guillaume, is captured by government troops and shot. General Millionard is executed two days later."
1911-02-05,"The Missouri State Capitol building in Jefferson City, Missouri is destroyed by fire after a bolt of lightning strikes the dome."
1911-02-17,"The first ""quasi-official"" airmail flight occurs, when Fred Wiseman carries three letters between Petaluma and Santa Rosa, California."
1911-02-18,A serious earthquake causes a landslide that creates Lake Sarez in modern-day Tajikistan.
1911-02-18,"The first official air mail flight, second overall, takes place in British India from Allahabad to Naini when Henri Pequet carries 6,500 letters a distance of 13 km."
1911-03-19,International Women's Day is celebrated for the first time across Europe.
1911-03-25,The Triangle Shirtwaist Factory fire in New York City kills 146 people.
1911-03-29,"The United States Army adopts a new service pistol, the M1911, designed by John Browning (it remains the U.S. service pistol for 74 years)."
1911-04-03,"Jean Sibelius conducts the première of his Symphony No. 4, in Helsinki."
1911-04-08,Heike Kamerlingh Onnes discovers superconductivity; he presents his findings on April 28.
1911-04-13,"Mexican Revolution: Rebels take Agua Prieta on the Sonora – Arizona border; government troops take the town back April 17, when the rebel leader ""Red"" López gets drunk."
1911-04-18,"SS Lusitania, a 5,557-ton Portuguese passenger liner en route from Mozambique to Lisbon, strikes Bellows Rock just off Cape Point and sinks."
1911-04-19,"Mexican Revolution: Francisco I. Madero 's troops besiege Ciudad Juárez, but General Juan J. Navarro refuses his surrender demand."
1911-04-22,"A passenger train from Port Alfred to Grahamstown, South Africa derails on the Blaauwkrantz Bridge, and plunges into the ravine 200 feet (61 metres) below, killing 31 and seriously injuring 23."
1911-04-26,"HŠK Građanski Zagreb (predecessor of GNK Dinamo Zagreb), a Croatian Association football club, is founded in Zagreb."
1911-04-27,"Huanghuagang Uprising: In China, rebels take five villages in an attempt to create a power base to fight Imperial rule; those who die are remembered as ""The 72 Martyrs"" (the event is also called the ""Second Guangzhou Uprising"" and the ""Yellow Flower Mound Revolt"")."
1911-05-08,Mexican Revolution: Pancho Villa launches an attack against government troops in Ciudad Juárez without Madero's permission; the government troops surrender on May 10.
1911-05-13,"15 – Mexican Revolution: Torreón massacre – Over 300 Chinese residents are massacred by the revolutionary forces of Francisco I. Madero, in the Mexican city of Torreón."
1911-05-15,"Standard Oil is dissolved by the Supreme Court of the United States into 34 separate oil companies including Exxon, Mobil, Chevron, Texaco, and others due to violation of the Sherman Anti-Trust Act"
1911-05-17,"Mexican Revolution: Porfirio Díaz is convinced to resign, but does not do so yet."
1911-05-21,"Mexican Revolution: In Ciudad Juárez, a peace treaty is signed between Madero's rebels and government troops."
1911-05-24,"Mexican Revolution: Government troops fire at anti-Diaz demonstrators in Mexico City, killing about 200 (officials claim only 40)."
1911-05-25,Mexican Revolution: Porfirio Díaz signs his resignation and leaves for Veracruz; on May 31 he leaves for exile in France.
